Wall time,Step,Value
1716788102.193835,0,0.5326158940397351
1716788231.211047,1,0.5897350993377484
1716788361.767723,2,0.6200331125827815
1716788488.180035,3,0.6395695364238411
1716788613.840306,4,0.6470198675496689
1716788738.232038,5,0.648841059602649
1716788864.362428,6,0.6554635761589404
1716788988.788267,7,0.6524834437086092
1716789116.88812,8,0.6586092715231788
1716789240.112893,9,0.660430463576159
1716789366.086432,10,0.6642384105960265
1716789490.835259,11,0.6637417218543047
1716789618.913648,12,0.6630794701986755
1716789746.485024,13,0.6687086092715232
1716789877.269859,14,0.6678807947019868
1716790002.994122,15,0.6716887417218543
1716790132.386142,16,0.6733443708609271
1716790259.355088,17,0.6779801324503312
1716790388.467776,18,0.6799668874172186
1716790514.92073,19,0.6778145695364238
1716790639.9053,20,0.6766556291390728
1716790765.505486,21,0.6798013245033112
1716790892.91728,22,0.6743377483443709
1716791013.203072,23,0.6798013245033112
1716791138.63982,24,0.6766556291390728
1716791268.288668,25,0.6745033112582781
1716791398.696527,26,0.6778145695364238
1716791524.560617,27,0.6816225165562914
1716791651.64853,28,0.6778145695364238
1716791777.291119,29,0.6812913907284768
1716791907.52132,30,0.6774834437086092
1716792034.075126,31,0.6788079470198676
1716792158.582453,32,0.6804635761589404
1716792280.189738,33,0.6829470198675497
1716792408.221704,34,0.6786423841059602
1716792537.339867,35,0.6774834437086092
1716792667.52454,36,0.6779801324503312
1716792795.891401,37,0.6788079470198676
1716792923.608533,38,0.6798013245033112
1716793052.369353,39,0.6816225165562914
1716793180.128473,40,0.6827814569536423
1716793308.310945,41,0.6783112582781456
1716793441.270954,42,0.677317880794702
1716793577.174756,43,0.6817880794701987
1716793711.209655,44,0.6827814569536423
1716793839.371586,45,0.6837748344370861
1716793968.578024,46,0.6842715231788079
1716794099.976439,47,0.6827814569536423
1716794231.872095,48,0.6806291390728477
1716794359.733655,49,0.6832781456953643
