Wall time,Step,Value
1716801231.099783,0,0.2430787904970145
1716801358.438597,1,0.2602547684337768
1716801484.990944,2,0.2828522886853047
1716801612.19285,3,0.3090971968595048
1716801741.11011,4,0.32267153339617255
1716801869.914584,5,0.32927501876944293
1716802001.551585,6,0.33827371187794997
1716802130.634038,7,0.3461283517623265
1716802261.599649,8,0.35137539983393706
1716802394.555477,9,0.3561408068280642
1716802529.623822,10,0.3599952646540535
1716802662.617662,11,0.36207325289838654
1716802799.655263,12,0.3648421361176823
1716802934.136384,13,0.36608264961884684
1716803068.972557,14,0.36766336658002513
1716803203.701895,15,0.3705244450967809
1716803337.947527,16,0.3699484926218353
1716803472.626161,17,0.37226176014162543
1716803606.185436,18,0.37404804260233027
1716803741.607967,19,0.37484100286643074
1716803874.959494,20,0.3749516511257764
1716804010.541588,21,0.37353855473074077
1716804145.80895,22,0.3760496435097911
1716804282.773255,23,0.3755902191482134
1716804417.610765,24,0.37627026596755025
1716804551.212059,25,0.3781123899168262
1716804685.203462,26,0.3767393664248194
1716804819.27496,27,0.37790829078373117
1716804954.085988,28,0.3753708614936421
1716805087.42423,29,0.3754226190107514
1716805222.994527,30,0.3791712496853818
1716805355.644198,31,0.37421973057221264
1716805486.51593,32,0.3799243663234502
1716805618.090101,33,0.37703676166632405
1716805750.855106,34,0.37645536155172726
1716805884.880332,35,0.3801474629036208
1716806018.61636,36,0.38031593345726217
1716806151.031102,37,0.3766135543349693
1716806284.505607,38,0.3764190720218001
1716806421.617875,39,0.37745370180808907
1716806554.893901,40,0.3758599652484511
1716806686.670631,41,0.37650304778809984
1716806818.366059,42,0.37709411010838584
1716806949.494282,43,0.38088651510585936
1716807077.236798,44,0.379708277801433
1716807205.726014,45,0.380920017800953
1716807332.233013,46,0.3814061512056142
1716807461.285401,47,0.37867415769346946
1716807589.537742,48,0.3774409021556533
1716807718.753116,49,0.38078720841154606
